locus_tag	ftype	length_bp	gene	EC_number	COG	product
LCEDHOCC_00230	gene	180				
LCEDHOCC_00230	CDS	180				hypothetical protein
LCEDHOCC_00231	gene	489				
LCEDHOCC_00231	CDS	489				hypothetical protein
LCEDHOCC_00232	gene	549				
LCEDHOCC_00232	CDS	549				hypothetical protein
LCEDHOCC_00233	gene	339	glnB_1			
LCEDHOCC_00233	CDS	339	glnB_1		COG0347	Nitrogen regulatory protein P-II
LCEDHOCC_00234	gene	750	yclP_1			
LCEDHOCC_00234	CDS	750	yclP_1	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
LCEDHOCC_00235	gene	627				
LCEDHOCC_00235	CDS	627				hypothetical protein
LCEDHOCC_00236	gene	975	yclO_1			
LCEDHOCC_00236	CDS	975	yclO_1		COG4605	Petrobactin import system permease protein YclO
LCEDHOCC_00237	gene	969	yclN_1			
LCEDHOCC_00237	CDS	969	yclN_1		COG4606	Petrobactin import system permease protein YclN
LCEDHOCC_00238	gene	966	yclQ_1			
LCEDHOCC_00238	CDS	966	yclQ_1		COG4607	Petrobactin-binding protein YclQ
LCEDHOCC_00239	gene	1527				
LCEDHOCC_00239	CDS	1527				hypothetical protein
LCEDHOCC_00240	gene	567	chrR			
LCEDHOCC_00240	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
LCEDHOCC_00241	gene	1314	citN			
LCEDHOCC_00241	CDS	1314	citN		COG2851	Citrate transporter
LCEDHOCC_00242	gene	132				
LCEDHOCC_00242	CDS	132				hypothetical protein
LCEDHOCC_00243	gene	1290	rssA			
LCEDHOCC_00243	CDS	1290	rssA	2.7.13.3		Swarming motility regulation sensor protein RssA
LCEDHOCC_00244	gene	1494	rng			
LCEDHOCC_00244	CDS	1494	rng	3.1.26.-	COG1530	Ribonuclease G
LCEDHOCC_00245	gene	258	grxC			
LCEDHOCC_00245	CDS	258	grxC		COG0695	Glutaredoxin 3
LCEDHOCC_00246	gene	435				
LCEDHOCC_00246	CDS	435				hypothetical protein
LCEDHOCC_00247	gene	390				
LCEDHOCC_00247	CDS	390				hypothetical protein
LCEDHOCC_00248	gene	501	hscB			
LCEDHOCC_00248	CDS	501	hscB		COG1076	Co-chaperone protein HscB 
LCEDHOCC_00249	gene	222				
LCEDHOCC_00249	CDS	222				hypothetical protein
LCEDHOCC_00250	gene	321	iscA			
LCEDHOCC_00250	CDS	321	iscA		COG0316	Iron-binding protein IscA
LCEDHOCC_00251	gene	387	iscU			
LCEDHOCC_00251	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
LCEDHOCC_00252	gene	129				
LCEDHOCC_00252	CDS	129				hypothetical protein
LCEDHOCC_00253	gene	705				
LCEDHOCC_00253	CDS	705				hypothetical protein
LCEDHOCC_00254	gene	1215	iscS			
LCEDHOCC_00254	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
LCEDHOCC_00255	gene	447	iscR			
LCEDHOCC_00255	CDS	447	iscR		COG1959	HTH-type transcriptional regulator IscR
LCEDHOCC_00256	gene	1173	lldD			
LCEDHOCC_00256	CDS	1173	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
LCEDHOCC_00257	gene	1620				
LCEDHOCC_00257	CDS	1620				hypothetical protein
LCEDHOCC_00258	gene	949				
LCEDHOCC_00258	rRNA	949				16S ribosomal RNA (partial)
LCEDHOCC_00259	gene	660				
LCEDHOCC_00259	CDS	660		5.4.99.-	COG0564	putative RNA pseudouridine synthase
LCEDHOCC_00260	gene	513	coaD			
LCEDHOCC_00260	CDS	513	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
LCEDHOCC_00261	gene	684	yccA			
LCEDHOCC_00261	CDS	684	yccA		COG0670	Modulator of FtsH protease YccA
LCEDHOCC_00262	gene	267				
LCEDHOCC_00262	CDS	267				putative Fe(2+)-trafficking protein
LCEDHOCC_00263	gene	471	rlmH			
LCEDHOCC_00263	CDS	471	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
LCEDHOCC_00264	gene	387	rsfS			
LCEDHOCC_00264	CDS	387	rsfS		COG0799	Ribosomal silencing factor RsfS
LCEDHOCC_00265	gene	606	nadD			
LCEDHOCC_00265	CDS	606	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
LCEDHOCC_00266	gene	600	csh			
LCEDHOCC_00266	CDS	600	csh	3.13.1.5		Carbon disulfide hydrolase
LCEDHOCC_00267	gene	1542				
LCEDHOCC_00267	CDS	1542				hypothetical protein
LCEDHOCC_00268	gene	291				
LCEDHOCC_00268	CDS	291				hypothetical protein
LCEDHOCC_00269	gene	363	rpsM			
LCEDHOCC_00269	CDS	363	rpsM		COG0099	30S ribosomal protein S13
LCEDHOCC_00270	gene	396	rpsK			
LCEDHOCC_00270	CDS	396	rpsK		COG0100	30S ribosomal protein S11
LCEDHOCC_00271	gene	621	rpsD			
LCEDHOCC_00271	CDS	621	rpsD		COG0522	30S ribosomal protein S4
LCEDHOCC_00272	gene	987	rpoA			
LCEDHOCC_00272	CDS	987	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
LCEDHOCC_00273	gene	369	rplQ			
LCEDHOCC_00273	CDS	369	rplQ		COG0203	50S ribosomal protein L17
LCEDHOCC_00274	gene	156				
LCEDHOCC_00274	CDS	156				hypothetical protein
LCEDHOCC_00275	gene	714	minC			
LCEDHOCC_00275	CDS	714	minC			septum site-determining protein MinC
LCEDHOCC_00276	gene	816	minD			
LCEDHOCC_00276	CDS	816	minD		COG2894	Septum site-determining protein MinD
LCEDHOCC_00277	gene	264	minE			
LCEDHOCC_00277	CDS	264	minE		COG0851	Cell division topological specificity factor
LCEDHOCC_00278	gene	921	oxyR			
LCEDHOCC_00278	CDS	921	oxyR			Hydrogen peroxide-inducible genes activator
LCEDHOCC_00279	gene	993	valS			
LCEDHOCC_00279	CDS	993	valS	6.1.1.9	COG0525	Valine--tRNA ligase
LCEDHOCC_00280	gene	558	ppiA			
LCEDHOCC_00280	CDS	558	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
LCEDHOCC_00281	gene	927	yeiR			
LCEDHOCC_00281	CDS	927	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
LCEDHOCC_00282	gene	477	zur			
LCEDHOCC_00282	CDS	477	zur		COG0735	Zinc uptake regulation protein
LCEDHOCC_00283	gene	456	yfkJ			
LCEDHOCC_00283	CDS	456	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
LCEDHOCC_00284	gene	1116	glxK			
LCEDHOCC_00284	CDS	1116	glxK	2.7.1.31		Glycerate kinase
LCEDHOCC_00285	gene	1098				
LCEDHOCC_00285	CDS	1098				hypothetical protein
LCEDHOCC_00286	gene	1584	trmB_2			
LCEDHOCC_00286	CDS	1584	trmB_2	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
LCEDHOCC_00287	gene	213				
LCEDHOCC_00287	CDS	213			COG2608	putative protein
LCEDHOCC_00288	gene	594				
LCEDHOCC_00288	CDS	594				hypothetical protein
LCEDHOCC_00289	gene	1170	prpF			
LCEDHOCC_00289	CDS	1170	prpF	5.3.3.-	COG2828	2-methyl-aconitate isomerase
LCEDHOCC_00290	gene	2607	acnM			
LCEDHOCC_00290	CDS	2607	acnM	4.2.1.3	COG1048	Aconitate hydratase A
LCEDHOCC_00291	gene	912				
LCEDHOCC_00291	CDS	912				hypothetical protein
LCEDHOCC_00292	gene	945				
LCEDHOCC_00292	CDS	945				hypothetical protein
LCEDHOCC_00293	gene	1188				
LCEDHOCC_00293	CDS	1188				hypothetical protein
LCEDHOCC_00294	gene	462	smg			
LCEDHOCC_00294	CDS	462	smg			Protein Smg
LCEDHOCC_00295	gene	2307	topA			
LCEDHOCC_00295	CDS	2307	topA	5.6.2.1		DNA topoisomerase 1
LCEDHOCC_00296	gene	696				
LCEDHOCC_00296	CDS	696				hypothetical protein
LCEDHOCC_00297	gene	552				
LCEDHOCC_00297	CDS	552				hypothetical protein
LCEDHOCC_00298	gene	318				
LCEDHOCC_00298	CDS	318				hypothetical protein
LCEDHOCC_00299	gene	570	rsmD			
LCEDHOCC_00299	CDS	570	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
LCEDHOCC_00300	gene	252	fdx			
LCEDHOCC_00300	CDS	252	fdx		COG1145	Ferredoxin
LCEDHOCC_00301	gene	84				
LCEDHOCC_00301	tRNA	84				tRNA-Tyr(gta)
LCEDHOCC_00302	gene	74				
LCEDHOCC_00302	tRNA	74				tRNA-Gly(tcc)
LCEDHOCC_00303	gene	75				
LCEDHOCC_00303	tRNA	75				tRNA-Thr(ggt)
LCEDHOCC_00304	gene	879				
LCEDHOCC_00304	CDS	879				hypothetical protein
LCEDHOCC_00305	gene	150				
LCEDHOCC_00305	CDS	150				hypothetical protein
LCEDHOCC_00306	gene	1125	bspRIM			
LCEDHOCC_00306	CDS	1125	bspRIM	2.1.1.37		Modification methylase BspRI
LCEDHOCC_00307	gene	1041				
LCEDHOCC_00307	CDS	1041				hypothetical protein
LCEDHOCC_00308	gene	1890				
LCEDHOCC_00308	CDS	1890				hypothetical protein
LCEDHOCC_00309	gene	1065	hemE_1			
LCEDHOCC_00309	CDS	1065	hemE_1	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
LCEDHOCC_00310	gene	396				
LCEDHOCC_00310	CDS	396				hypothetical protein
LCEDHOCC_00311	gene	870	Hgd			
LCEDHOCC_00311	CDS	870	Hgd	1.1.1.291		2-(hydroxymethyl)glutarate dehydrogenase
LCEDHOCC_00312	gene	918	hisB			
LCEDHOCC_00312	CDS	918	hisB	4.2.1.19		Imidazoleglycerol-phosphate dehydratase
LCEDHOCC_00313	gene	1098	hisC2			
LCEDHOCC_00313	CDS	1098	hisC2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase 2
LCEDHOCC_00314	gene	1290	hisD			
LCEDHOCC_00314	CDS	1290	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
LCEDHOCC_00315	gene	900				
LCEDHOCC_00315	CDS	900				hypothetical protein
LCEDHOCC_00316	gene	654	hisG			
LCEDHOCC_00316	CDS	654	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
LCEDHOCC_00317	gene	654				
LCEDHOCC_00317	CDS	654				hypothetical protein
LCEDHOCC_00318	gene	85				
LCEDHOCC_00318	tRNA	85				tRNA-Leu(caa)
LCEDHOCC_00319	gene	516	nrdA			
LCEDHOCC_00319	CDS	516	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
LCEDHOCC_00320	gene	1014				
LCEDHOCC_00320	CDS	1014				IS1595 family transposase ISCco3
LCEDHOCC_00321	gene	1188	ecoRIIR			
LCEDHOCC_00321	CDS	1188	ecoRIIR	3.1.21.4		Type-2 restriction enzyme EcoRII
LCEDHOCC_00322	gene	1155	nrdB			
LCEDHOCC_00322	CDS	1155	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
LCEDHOCC_00323	gene	291				
LCEDHOCC_00323	CDS	291				hypothetical protein
LCEDHOCC_00324	gene	279	ftsB			
LCEDHOCC_00324	CDS	279	ftsB			Cell division protein FtsB
LCEDHOCC_00325	gene	1287	eno			
LCEDHOCC_00325	CDS	1287	eno	4.2.1.11	COG0148	Enolase
LCEDHOCC_00326	gene	441				
LCEDHOCC_00326	CDS	441				hypothetical protein
LCEDHOCC_00327	gene	471	kdsA			
LCEDHOCC_00327	CDS	471	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
LCEDHOCC_00328	gene	1035	cysJ			
LCEDHOCC_00328	CDS	1035	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
LCEDHOCC_00329	gene	1770	cysI			
LCEDHOCC_00329	CDS	1770	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
LCEDHOCC_00330	gene	1860	ilvD			
LCEDHOCC_00330	CDS	1860	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
LCEDHOCC_00331	gene	636				
LCEDHOCC_00331	CDS	636				hypothetical protein
LCEDHOCC_00332	gene	870	bioB			
LCEDHOCC_00332	CDS	870	bioB	2.8.1.6	COG0502	Biotin synthase
LCEDHOCC_00333	gene	1032	ruvB			
LCEDHOCC_00333	CDS	1032	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
LCEDHOCC_00334	gene	729	rpe			
LCEDHOCC_00334	CDS	729	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
LCEDHOCC_00335	gene	435				
LCEDHOCC_00335	CDS	435				hypothetical protein
LCEDHOCC_00336	gene	864				
LCEDHOCC_00336	CDS	864				hypothetical protein
LCEDHOCC_00337	gene	705	ribC			
LCEDHOCC_00337	CDS	705	ribC	2.5.1.9	COG0307	Riboflavin synthase
LCEDHOCC_00338	gene	579	mobA			
LCEDHOCC_00338	CDS	579	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
LCEDHOCC_00339	gene	1773	narQ			
LCEDHOCC_00339	CDS	1773	narQ	2.7.13.3		Nitrate/nitrite sensor protein NarQ
LCEDHOCC_00340	gene	498				
LCEDHOCC_00340	CDS	498				hypothetical protein
LCEDHOCC_00341	gene	570				
LCEDHOCC_00341	CDS	570				hypothetical protein
LCEDHOCC_00342	gene	1542	hsrA			
LCEDHOCC_00342	CDS	1542	hsrA			putative transport protein HsrA
LCEDHOCC_00343	gene	780	lutA			
LCEDHOCC_00343	CDS	780	lutA		COG0247	Lactate utilization protein A
LCEDHOCC_00344	gene	702				
LCEDHOCC_00344	CDS	702			COG1556	putative protein
LCEDHOCC_00345	gene	1455	lutB			
LCEDHOCC_00345	CDS	1455	lutB		COG1139	Lactate utilization protein B
LCEDHOCC_00346	gene	486	purE			
LCEDHOCC_00346	CDS	486	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
LCEDHOCC_00347	gene	717	cpoB			
LCEDHOCC_00347	CDS	717	cpoB			Cell division coordinator CpoB
LCEDHOCC_00348	gene	432				
LCEDHOCC_00348	CDS	432		2.1.1.-	COG4122	Putative O-methyltransferase/MSMEI_4947
LCEDHOCC_00349	gene	1293	mepM			
LCEDHOCC_00349	CDS	1293	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
LCEDHOCC_00350	gene	969				
LCEDHOCC_00350	CDS	969				hypothetical protein
LCEDHOCC_00351	gene	1434				
LCEDHOCC_00351	CDS	1434				TPR repeat-containing protein
LCEDHOCC_00352	gene	2124				
LCEDHOCC_00352	CDS	2124				hypothetical protein
LCEDHOCC_00353	gene	1185	ubiM			
LCEDHOCC_00353	CDS	1185	ubiM	1.14.13.-		Ubiquinone hydroxylase UbiM
LCEDHOCC_00354	gene	156	rpmG			
LCEDHOCC_00354	CDS	156	rpmG		COG0267	50S ribosomal protein L33
LCEDHOCC_00355	gene	234	rpmB			
LCEDHOCC_00355	CDS	234	rpmB		COG0227	50S ribosomal protein L28
LCEDHOCC_00356	gene	1527	farB			
LCEDHOCC_00356	CDS	1527	farB			Fatty acid resistance protein FarB
LCEDHOCC_00357	gene	1155	farA			
LCEDHOCC_00357	CDS	1155	farA		COG1566	Fatty acid resistance protein FarA
LCEDHOCC_00358	gene	474	queF			
LCEDHOCC_00358	CDS	474	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
LCEDHOCC_00359	gene	687	yhhQ			
LCEDHOCC_00359	CDS	687	yhhQ		COG1738	Queuosine precursor transporter
LCEDHOCC_00360	gene	387				
LCEDHOCC_00360	CDS	387				hypothetical protein
LCEDHOCC_00361	gene	213				
LCEDHOCC_00361	CDS	213				hypothetical protein
LCEDHOCC_00362	gene	780				
LCEDHOCC_00362	CDS	780				hypothetical protein
LCEDHOCC_00363	gene	501				
LCEDHOCC_00363	CDS	501				hypothetical protein
LCEDHOCC_00364	gene	339	glnB_2			
LCEDHOCC_00364	CDS	339	glnB_2		COG0347	Nitrogen regulatory protein P-II
LCEDHOCC_00365	gene	759	yclP_2			
LCEDHOCC_00365	CDS	759	yclP_2	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
LCEDHOCC_00366	gene	627				
LCEDHOCC_00366	CDS	627				hypothetical protein
LCEDHOCC_00367	gene	975	yclO_2			
LCEDHOCC_00367	CDS	975	yclO_2		COG4605	Petrobactin import system permease protein YclO
LCEDHOCC_00368	gene	969	yclN_2			
LCEDHOCC_00368	CDS	969	yclN_2		COG4606	Petrobactin import system permease protein YclN
LCEDHOCC_00369	gene	378	yclQ_2			
LCEDHOCC_00369	CDS	378	yclQ_2		COG4607	Petrobactin-binding protein YclQ
LCEDHOCC_00370	gene	381	kdsC			
LCEDHOCC_00370	CDS	381	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
LCEDHOCC_00371	gene	582	lptC			
LCEDHOCC_00371	CDS	582	lptC			Lipopolysaccharide export system protein LptC
LCEDHOCC_00372	gene	531	lptA			
LCEDHOCC_00372	CDS	531	lptA		COG1934	Lipopolysaccharide export system protein LptA
LCEDHOCC_00373	gene	765	lptB			
LCEDHOCC_00373	CDS	765	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
LCEDHOCC_00374	gene	76				
LCEDHOCC_00374	tRNA	76				tRNA-Phe(gaa)
LCEDHOCC_00375	gene	702	mtgA			
LCEDHOCC_00375	CDS	702	mtgA	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
LCEDHOCC_00376	gene	810	aroE			
LCEDHOCC_00376	CDS	810	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
LCEDHOCC_00377	gene	378				
LCEDHOCC_00377	CDS	378				hypothetical protein
LCEDHOCC_00378	gene	1419				
LCEDHOCC_00378	CDS	1419		5.4.4.3	COG0174	3-hydroxylaminophenol mutase
LCEDHOCC_00379	gene	315				
LCEDHOCC_00379	CDS	315				hypothetical protein
LCEDHOCC_00380	gene	1179	pgk			
LCEDHOCC_00380	CDS	1179	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
LCEDHOCC_00381	gene	249				
LCEDHOCC_00381	CDS	249				hypothetical protein
LCEDHOCC_00382	gene	918	ftsX			
LCEDHOCC_00382	CDS	918	ftsX		COG2177	Cell division protein FtsX
LCEDHOCC_00383	gene	651	ftsE			
LCEDHOCC_00383	CDS	651	ftsE		COG2884	Cell division ATP-binding protein FtsE
LCEDHOCC_00384	gene	483	resA_1			
LCEDHOCC_00384	CDS	483	resA_1			Thiol-disulfide oxidoreductase ResA
LCEDHOCC_00385	gene	354	yfgD			
LCEDHOCC_00385	CDS	354	yfgD		COG1393	putative protein YfgD
LCEDHOCC_00386	gene	657				
LCEDHOCC_00386	CDS	657				hypothetical protein
LCEDHOCC_00387	gene	1395	gltX			
LCEDHOCC_00387	CDS	1395	gltX	6.1.1.17		Glutamate--tRNA ligase
LCEDHOCC_00388	gene	77				
LCEDHOCC_00388	tRNA	77				tRNA-Arg(acg)
LCEDHOCC_00389	gene	1674	recN			
LCEDHOCC_00389	CDS	1674	recN		COG0497	DNA repair protein RecN
LCEDHOCC_00390	gene	603	scpB			
LCEDHOCC_00390	CDS	603	scpB		COG1386	Segregation and condensation protein B 
LCEDHOCC_00391	gene	942	rbgA			
LCEDHOCC_00391	CDS	942	rbgA		COG1161	Ribosome biogenesis GTPase A
LCEDHOCC_00392	gene	855	rapZ			
LCEDHOCC_00392	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
LCEDHOCC_00393	gene	963	hprK			
LCEDHOCC_00393	CDS	963	hprK	2.7.11.-		HPr kinase/phosphorylase
LCEDHOCC_00394	gene	450	ptsN			
LCEDHOCC_00394	CDS	450	ptsN		COG1762	Nitrogen regulatory protein
LCEDHOCC_00395	gene	411	ubiA			
LCEDHOCC_00395	CDS	411	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
LCEDHOCC_00396	gene	282				
LCEDHOCC_00396	CDS	282				hypothetical protein
LCEDHOCC_00397	gene	447	yqeY			
LCEDHOCC_00397	CDS	447	yqeY		COG1610	putative protein YqeY
LCEDHOCC_00398	gene	213	rpsU			
LCEDHOCC_00398	CDS	213	rpsU		COG0828	30S ribosomal protein S21
LCEDHOCC_00399	gene	1851				
LCEDHOCC_00399	CDS	1851				hypothetical protein
LCEDHOCC_00400	gene	738	metN			
LCEDHOCC_00400	CDS	738	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
LCEDHOCC_00401	gene	687	metP			
LCEDHOCC_00401	CDS	687	metP		COG2011	Methionine import system permease protein MetP
LCEDHOCC_00402	gene	864	metQ			
LCEDHOCC_00402	CDS	864	metQ		COG1464	D-methionine-binding lipoprotein MetQ
LCEDHOCC_00403	gene	243	bsdB			
LCEDHOCC_00403	CDS	243	bsdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
LCEDHOCC_00404	gene	753				
LCEDHOCC_00404	CDS	753				hypothetical protein
LCEDHOCC_00405	gene	456	mraZ			
LCEDHOCC_00405	CDS	456	mraZ		COG2001	Transcriptional regulator MraZ
LCEDHOCC_00406	gene	1149				
LCEDHOCC_00406	CDS	1149				hypothetical protein
LCEDHOCC_00407	gene	77				
LCEDHOCC_00407	tRNA	77				tRNA-Met(cat)
LCEDHOCC_00408	gene	76				
LCEDHOCC_00408	tRNA	76				tRNA-Ala(ggc)
LCEDHOCC_00409	gene	822	uppP			
LCEDHOCC_00409	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
LCEDHOCC_00410	gene	645	dsbA_1			
LCEDHOCC_00410	CDS	645	dsbA_1			Thiol:disulfide interchange protein DsbA
LCEDHOCC_00411	gene	864				
LCEDHOCC_00411	CDS	864				hypothetical protein
LCEDHOCC_00412	gene	816	comM			
LCEDHOCC_00412	CDS	816	comM		COG0606	Competence protein ComM
LCEDHOCC_00413	gene	942	miaA			
LCEDHOCC_00413	CDS	942	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
LCEDHOCC_00414	gene	720	tadA			
LCEDHOCC_00414	CDS	720	tadA	3.5.4.33		tRNA-specific adenosine deaminase
LCEDHOCC_00415	gene	489				
LCEDHOCC_00415	CDS	489				hypothetical protein
LCEDHOCC_00416	gene	753	rlmB_1			
LCEDHOCC_00416	CDS	753	rlmB_1	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
LCEDHOCC_00417	gene	1392	xanQ			
LCEDHOCC_00417	CDS	1392	xanQ		COG2233	Xanthine permease XanQ
LCEDHOCC_00418	gene	876	dapA			
LCEDHOCC_00418	CDS	876	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
LCEDHOCC_00419	gene	483				
LCEDHOCC_00419	CDS	483				hypothetical protein
LCEDHOCC_00420	gene	417				
LCEDHOCC_00420	CDS	417				hypothetical protein
LCEDHOCC_00421	gene	567	dcd			
LCEDHOCC_00421	CDS	567	dcd	3.5.4.13		dCTP deaminase
LCEDHOCC_00422	gene	705				
LCEDHOCC_00422	CDS	705				hypothetical protein
LCEDHOCC_00423	gene	1047	mshA			
LCEDHOCC_00423	CDS	1047	mshA	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LCEDHOCC_00424	gene	954	ybeZ			
LCEDHOCC_00424	CDS	954	ybeZ		COG1702	PhoH-like protein
LCEDHOCC_00425	gene	324				
LCEDHOCC_00425	CDS	324				hypothetical protein
LCEDHOCC_00426	gene	1362	pcnB			
LCEDHOCC_00426	CDS	1362	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
LCEDHOCC_00427	gene	477				
LCEDHOCC_00427	CDS	477				hypothetical protein
LCEDHOCC_00428	gene	1356				
LCEDHOCC_00428	CDS	1356				hypothetical protein
LCEDHOCC_00429	gene	792				
LCEDHOCC_00429	CDS	792				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
LCEDHOCC_00430	gene	567	apt			
LCEDHOCC_00430	CDS	567	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
LCEDHOCC_00431	gene	618	gmk			
LCEDHOCC_00431	CDS	618	gmk	2.7.4.8	COG0194	Guanylate kinase
LCEDHOCC_00432	gene	207	rpoZ			
LCEDHOCC_00432	CDS	207	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
LCEDHOCC_00433	gene	423				
LCEDHOCC_00433	CDS	423				hypothetical protein
LCEDHOCC_00434	gene	1692	dld			
LCEDHOCC_00434	CDS	1692	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
LCEDHOCC_00435	gene	372				
LCEDHOCC_00435	CDS	372				hypothetical protein
LCEDHOCC_00436	gene	549				
LCEDHOCC_00436	CDS	549				hypothetical protein
LCEDHOCC_00437	gene	1092	bcd			
LCEDHOCC_00437	CDS	1092	bcd	1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
LCEDHOCC_00438	gene	171	rubA			
LCEDHOCC_00438	CDS	171	rubA		COG1773	Rubredoxin
LCEDHOCC_00439	gene	681				
LCEDHOCC_00439	CDS	681				hypothetical protein
LCEDHOCC_00440	gene	786	trpA			
LCEDHOCC_00440	CDS	786	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
LCEDHOCC_00441	gene	93				
LCEDHOCC_00441	tRNA	93				tRNA-Ser(gct)
LCEDHOCC_00442	gene	198				
LCEDHOCC_00442	CDS	198				hypothetical protein
LCEDHOCC_00443	gene	402				
LCEDHOCC_00443	CDS	402				hypothetical protein
LCEDHOCC_00444	gene	762	kdsB			
LCEDHOCC_00444	CDS	762	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
LCEDHOCC_00445	gene	183				
LCEDHOCC_00445	CDS	183				hypothetical protein
LCEDHOCC_00446	gene	588				
LCEDHOCC_00446	CDS	588				hypothetical protein
LCEDHOCC_00447	gene	1035	lpxK			
LCEDHOCC_00447	CDS	1035	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
LCEDHOCC_00448	gene	180				
LCEDHOCC_00448	CDS	180				hypothetical protein
LCEDHOCC_00449	gene	189	maeB			
LCEDHOCC_00449	CDS	189	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
LCEDHOCC_00450	gene	924	lpxC			
LCEDHOCC_00450	CDS	924	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
LCEDHOCC_00451	gene	1449	gnd			
LCEDHOCC_00451	CDS	1449	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
LCEDHOCC_00452	gene	1260	waaA			
LCEDHOCC_00452	CDS	1260	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
LCEDHOCC_00453	gene	450				
LCEDHOCC_00453	CDS	450				hypothetical protein
LCEDHOCC_00454	gene	885				
LCEDHOCC_00454	CDS	885				hypothetical protein
LCEDHOCC_00455	gene	252				
LCEDHOCC_00455	CDS	252				hypothetical protein
LCEDHOCC_00456	gene	117				
LCEDHOCC_00456	CDS	117				hypothetical protein
LCEDHOCC_00457	gene	324				
LCEDHOCC_00457	CDS	324				hypothetical protein
LCEDHOCC_00458	gene	228				
LCEDHOCC_00458	CDS	228				hypothetical protein
LCEDHOCC_00459	gene	543				
LCEDHOCC_00459	CDS	543				hypothetical protein
LCEDHOCC_00460	gene	144				
LCEDHOCC_00460	CDS	144				hypothetical protein
LCEDHOCC_00461	gene	330				
